id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit,customer_name,segment,country,city,state,postal_code,region,category,subcategory,product_name,order_id,status,return_date
CA2012141768,2012-05-25,2012-05-27,Second Class,NP-18685,FUR-FU-10002268,14.73,3,0,4.8609,Nora Pelletier,Home Office,United States,San Francisco,California,94109,West,Furniture,Furnishings,Ultra Door Push Plate,,,
CA2012146255,2012-05-28,2012-06-03,Standard Class,NK-18490,OFF-AR-10001547,6.63,3,0,1.7901,Neil Knudson,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Art,Newell 311,CA2012146255,Complete,2012-06-14
CA2012146255,2012-05-28,2012-06-03,Standard Class,NK-18490,OFF-AR-10001547,6.63,3,0,1.7901,Neil Knudson,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Art,Newell 311,CA2012146255,Complete,2012-06-14
CA2012133627,2012-05-31,2012-06-07,Standard Class,SC-20050,FUR-FU-10001935,22.2,6,0,9.102,Sample Company A,Home Office,United States,Norwich,Connecticut,6360,East,Furniture,Furnishings,3M Hangers With Command Adhesive,,,
CA2012133627,2012-05-31,2012-06-07,Standard Class,SC-20050,FUR-FU-10001935,22.2,6,0,9.102,Sample Company A,Home Office,United States,Lubbock,Texas,79424,Central,Furniture,Furnishings,3M Hangers With Command Adhesive,,,
CA2012127418,2012-06-13,2012-06-14,First Class,JJ-15445,OFF-BI-10003707,36.624,3,0.2,13.734,Jennifer Jackson,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,Aluminum Screw Posts,,,
CA2012120439,2012-06-14,2012-06-18,Standard Class,AD-10180,FUR-FU-10001867,51.072,6,0.2,5.1072,Alan Dominguez,Home Office,United States,Houston,Texas,77041,Central,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",,,
CA2012120439,2012-06-14,2012-06-18,Standard Class,AD-10180,FUR-FU-10001867,51.072,6,0.2,5.1072,Alan Dominguez,Home Office,United States,New York City,New York,10035,East,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",,,
CA2012120439,2012-06-14,2012-06-18,Standard Class,AD-10180,FUR-FU-10001867,51.072,6,0.2,5.1072,Alan Dominguez,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",,,
CA2012167269,2012-06-16,2012-06-20,Standard Class,PB-19150,OFF-EN-10003072,6.208,2,0.2,2.1728,Philip Brown,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Envelopes,Peel & Seel Envelopes,,,
CA2012167269,2012-06-16,2012-06-20,Standard Class,PB-19150,OFF-EN-10003072,6.208,2,0.2,2.1728,Philip Brown,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,Peel & Seel Envelopes,,,
CA2012128167,2012-06-22,2012-06-26,Second Class,KL-16645,OFF-FA-10000490,4.96,4,0,2.3312,Ken Lonsdale,Consumer,United States,Layton,Utah,84041,West,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4 Capacity, Black",,,
CA2012128167,2012-06-22,2012-06-26,Second Class,KL-16645,OFF-FA-10000490,4.96,4,0,2.3312,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4 Capacity, Black",,,
CA2012122826,2012-06-23,2012-06-25,Second Class,RD-19480,TEC-PH-10004830,201.568,4,0.2,22.6764,Rick Duston,Consumer,United States,Olympia,Washington,98502,West,Technology,Phones,Pyle PRT45 Retro Home Telephone,,,
CA2012122826,2012-06-23,2012-06-25,Second Class,RD-19480,TEC-PH-10004830,201.568,4,0.2,22.6764,Rick Duston,Consumer,United States,Houston,Texas,77095,Central,Technology,Phones,Pyle PRT45 Retro Home Telephone,,,
CA2012122826,2012-06-23,2012-06-25,Second Class,RD-19480,TEC-PH-10004830,201.568,4,0.2,22.6764,Rick Duston,Consumer,United States,Richmond,Indiana,47374,Central,Technology,Phones,Pyle PRT45 Retro Home Telephone,,,
CA2012125395,2012-06-26,2012-06-29,Second Class,LA-16780,TEC-AC-10004708,41.9,2,0,8.799,Laura Armstrong,Corporate,United States,Taylor,Michigan,48180,Central,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,,,
CA2012154956,2012-07-04,2012-07-09,Standard Class,IM-15070,TEC-PH-10004165,1099.96,4,0,285.9896,Irene Maddox,Consumer,United States,Seattle,Washington,98103,West,Technology,Phones,Mitel MiVoice 5330e IP Phone,,,
CA2012154956,2012-07-04,2012-07-09,Standard Class,IM-15070,TEC-PH-10004165,1099.96,4,0,285.9896,Irene Maddox,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Technology,Phones,Mitel MiVoice 5330e IP Phone,,,
CA2012154956,2012-07-04,2012-07-09,Standard Class,IM-15070,TEC-PH-10004165,1099.96,4,0,285.9896,Irene Maddox,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,Mitel MiVoice 5330e IP Phone,,,
CA2012124268,2012-07-04,2012-07-08,Standard Class,AD-10180,OFF-AR-10004817,15.48,3,0,4.4892,Alan Dominguez,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Art,Colorific Watercolor Pencils,,,
CA2012124268,2012-07-04,2012-07-08,Standard Class,AD-10180,OFF-AR-10004817,15.48,3,0,4.4892,Alan Dominguez,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,Colorific Watercolor Pencils,,,
CA2012124268,2012-07-04,2012-07-08,Standard Class,AD-10180,OFF-AR-10004817,15.48,3,0,4.4892,Alan Dominguez,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,Colorific Watercolor Pencils,,,
US2012107349,2012-07-13,2012-07-15,First Class,SL-20155,OFF-BI-10001765,41.568,6,0.8,-66.5088,Sara Luxemburg,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,,,
US2012107349,2012-07-13,2012-07-15,First Class,SL-20155,OFF-BI-10001765,41.568,6,0.8,-66.5088,Sara Luxemburg,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,,,
US2012140851,2012-07-13,2012-07-15,Second Class,ND-18460,OFF-PA-10000019,38.88,6,0,18.6624,Neil Ducich,Corporate,United States,Macon,Georgia,31204,South,Office Supplies,Paper,Xerox 1931,,,
US2012160150,2012-07-19,2012-07-20,First Class,TS-21085,OFF-BI-10004352,2.025,1,0.7,-1.35,Thais Sissman,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders,,,
US2012160150,2012-07-19,2012-07-20,First Class,TS-21085,OFF-BI-10004352,2.025,1,0.7,-1.35,Thais Sissman,Consumer,United States,Ormond Beach,Florida,32174,South,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders,,,
US2012150161,2012-07-25,2012-07-29,Standard Class,RB-19795,OFF-BI-10001524,25.176,4,0.7,-18.4624,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,,,
US2012140200,2012-07-26,2012-07-28,First Class,CA-12775,FUR-TA-10002356,393.165,3,0.5,-204.4458,Cynthia Arntzen,Consumer,United States,Mesa,Arizona,85204,West,Furniture,Tables,Bevis Boat-Shaped Conference Table,,,
US2012140200,2012-07-26,2012-07-28,First Class,CA-12775,FUR-TA-10002356,393.165,3,0.5,-204.4458,Cynthia Arntzen,Consumer,United States,Smyrna,Tennessee,37167,South,Furniture,Tables,Bevis Boat-Shaped Conference Table,,,
CA2012111297,2012-08-17,2012-08-21,Standard Class,SC-20440,OFF-BI-10002412,52.2,9,0,23.49,Shaun Chance,Corporate,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders,,,
CA2012111297,2012-08-17,2012-08-21,Standard Class,SC-20440,OFF-BI-10002412,52.2,9,0,23.49,Shaun Chance,Corporate,United States,New Bedford,Massachusetts,2740,East,Office Supplies,Binders,Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders,,,
CA2012132080,2012-08-22,2012-08-25,First Class,DP-13105,OFF-BI-10003694,50.112,6,0.2,16.2864,Dave Poirier,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,"Avery 3 1/2 Diskette Storage Pages, 10/Pack",,,
CA2012126445,2012-08-27,2012-08-31,Standard Class,RA-19945,OFF-ST-10000046,484.65,3,0,92.0835,Ryan Akin,Consumer,United States,Murrieta,California,92563,West,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,,,
CA2012112319,2012-08-31,2012-09-05,Standard Class,AR-10510,OFF-PA-10003441,58.32,9,0,27.9936,Andrew Roberts,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,Xerox 226,,,
CA2013136483,2012-09-03,2012-09-08,Standard Class,JC-16105,OFF-EN-10000927,200.984,7,0.2,62.8075,Julie Creighton,Corporate,United States,Durham,North Carolina,27707,South,Office Supplies,Envelopes,Jet-Pak Recycled Peel N Seal Padded Mailers,CA2013136483,Complete,2012-09-28
CA2013136483,2012-09-03,2012-09-08,Standard Class,JC-16105,OFF-EN-10000927,200.984,7,0.2,62.8075,Julie Creighton,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Envelopes,Jet-Pak Recycled Peel N Seal Padded Mailers,CA2013136483,Complete,2012-09-28
US2011150574,2012-09-07,2012-09-12,Standard Class,HA-14920,OFF-ST-10003656,671.93,7,0,20.1579,Helen Andreada,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Storage,Safco Industrial Wire Shelving,US2011150574,Complete,2012-12-29
US2011150574,2012-09-07,2012-09-12,Standard Class,HA-14920,OFF-ST-10003656,671.93,7,0,20.1579,Helen Andreada,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,Safco Industrial Wire Shelving,US2011150574,Complete,2012-12-29
CA2012132906,2012-09-10,2012-09-14,Standard Class,CC-12145,OFF-SU-10004498,51.52,4,0,1.5456,Charles Crestani,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,,,
CA2012132906,2012-09-10,2012-09-14,Standard Class,CC-12145,OFF-SU-10004498,51.52,4,0,1.5456,Charles Crestani,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,,,
CA2012120362,2012-09-14,2012-09-19,Standard Class,CA-12265,FUR-TA-10003008,912.75,5,0,118.6575,Christina Anderson,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",,,
CA2012120362,2012-09-14,2012-09-19,Standard Class,CA-12265,FUR-TA-10003008,912.75,5,0,118.6575,Christina Anderson,Consumer,United States,Provo,Utah,84604,West,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",,,
CA2012131597,2012-09-14,2012-09-18,Standard Class,SP-20620,FUR-TA-10002607,170.136,3,0.2,-8.5068,Stefania Perrino,Corporate,United States,Los Angeles,California,90045,West,Furniture,Tables,KI Conference Tables,,,
CA2012133025,2012-09-17,2012-09-19,Second Class,MO-17800,OFF-PA-10004100,32.4,5,0,15.552,Meg OConnel,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,Xerox 216,,,
CA2012133025,2012-09-17,2012-09-19,Second Class,MO-17800,OFF-PA-10004100,32.4,5,0,15.552,Meg OConnel,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Paper,Xerox 216,,,
CA2012133025,2012-09-17,2012-09-19,Second Class,MO-17800,OFF-PA-10004100,32.4,5,0,15.552,Meg OConnel,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,Xerox 216,,,
CA2012133025,2012-09-17,2012-09-19,Second Class,MO-17800,OFF-PA-10004100,32.4,5,0,15.552,Meg OConnel,Home Office,United States,San Antonio,Texas,78207,Central,Office Supplies,Paper,Xerox 216,,,
CA2012115847,2012-09-19,2012-09-24,Second Class,TC-21535,FUR-BO-10003433,61.96,2,0,4.3372,Tracy Collins,Home Office,United States,Arlington,Virginia,22204,South,Furniture,Bookcases,Sauder Cornerstone Collection Library,,,
CA2012112571,2012-09-22,2012-09-22,Same Day,DL-12925,FUR-FU-10004188,204.6,2,0,53.196,Daniel Lacy,Consumer,United States,Oceanside,California,92054,West,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,,,
US2012161466,2012-09-24,2012-09-27,Second Class,ON-18715,OFF-AR-10000634,6.848,2,0.2,0.5992,Odella Nelson,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,Newell 320,,,
CA2012143119,2012-09-24,2012-09-30,Standard Class,MC-17275,FUR-CH-10001270,517.5,6,0,155.25,Marc Crier,Consumer,United States,Lafayette,Louisiana,70506,South,Furniture,Chairs,Harbour Creations Steel Folding Chair,,,
CA2012143119,2012-09-24,2012-09-30,Standard Class,MC-17275,FUR-CH-10001270,517.5,6,0,155.25,Marc Crier,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,Harbour Creations Steel Folding Chair,,,
CA2014122007,2012-09-25,2012-09-30,Standard Class,EB-13870,FUR-TA-10000577,1044.63,3,0,240.2649,Emily Burns,Consumer,United States,Orem,Utah,84057,West,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,CA2014122007,Complete,2012-12-02
CA2014122007,2012-09-25,2012-09-30,Standard Class,EB-13870,FUR-TA-10000577,1044.63,3,0,240.2649,Emily Burns,Consumer,United States,New York City,New York,10035,East,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,CA2014122007,Complete,2012-12-02
CA2012166135,2012-10-01,2012-10-06,Standard Class,SC-20440,OFF-ST-10002974,139.424,4,0.2,17.428,Shaun Chance,Corporate,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",,,
CA2012166135,2012-10-01,2012-10-06,Standard Class,SC-20440,OFF-ST-10002974,139.424,4,0.2,17.428,Shaun Chance,Corporate,United States,New Bedford,Massachusetts,2740,East,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",,,
CA2012104493,2012-10-02,2012-10-08,Standard Class,EB-13705,OFF-BI-10004817,57.504,6,0.2,20.1264,Ed Braxton,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,GBC Personal VeloBind Strips,,,
CA2012104493,2012-10-02,2012-10-08,Standard Class,EB-13705,OFF-BI-10004817,57.504,6,0.2,20.1264,Ed Braxton,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Binders,GBC Personal VeloBind Strips,,,
CA2012104493,2012-10-02,2012-10-08,Standard Class,EB-13705,OFF-BI-10004817,57.504,6,0.2,20.1264,Ed Braxton,Corporate,United States,San Diego,California,92105,West,Office Supplies,Binders,GBC Personal VeloBind Strips,,,
CA2012125178,2012-10-03,2012-10-09,Standard Class,MZ-17515,OFF-ST-10002562,15.008,2,0.2,1.5008,Mary Zewe,Corporate,United States,Redlands,California,92374,West,Office Supplies,Storage,Staples,,,
CA2012125178,2012-10-03,2012-10-09,Standard Class,MZ-17515,OFF-ST-10002562,15.008,2,0.2,1.5008,Mary Zewe,Corporate,United States,Reading,Pennsylvania,19601,East,Office Supplies,Storage,Staples,,,
CA2012168004,2012-10-04,2012-10-09,Second Class,DJ-13420,FUR-CH-10001482,392.94,3,0,43.2234,Denny Joy,Corporate,United States,Warner Robins,Georgia,31088,South,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,,,
CA2012121391,2012-10-04,2012-10-07,First Class,AA-10315,OFF-ST-10001590,26.96,2,0,7.0096,Alex Avila,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",,,
CA2012129098,2012-10-09,2012-10-13,Standard Class,DK-13090,OFF-ST-10001321,30.84,2,0,8.3268,Dave Kipp,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",,,
CA2012129098,2012-10-09,2012-10-13,Standard Class,DK-13090,OFF-ST-10001321,30.84,2,0,8.3268,Dave Kipp,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",,,
CA2012159786,2012-10-12,2012-10-17,Second Class,RK-19300,FUR-TA-10001307,209.67,1,0.4,-13.978,Ralph Kennedy,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",,,
CA2012159786,2012-10-12,2012-10-17,Second Class,RK-19300,FUR-TA-10001307,209.67,1,0.4,-13.978,Ralph Kennedy,Consumer,United States,Rochester,New York,14609,East,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",,,
CA2014137414,2012-10-15,2012-10-20,Standard Class,PA-19060,TEC-AC-10000844,339.96,5,0.2,67.992,Pete Armstrong,Home Office,United States,Orland Park,Illinois,60462,Central,Technology,Accessories,Logitech Gaming G510s - Keyboard,CA2014137414,Complete,2012-11-14
CA2012131128,2012-10-19,2012-10-20,First Class,TB-21520,OFF-PA-10003591,34.44,3,0,17.22,Tracy Blumstein,Consumer,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,Southworth 100 Cotton The Best Paper,,,
CA2012131128,2012-10-19,2012-10-20,First Class,TB-21520,OFF-PA-10003591,34.44,3,0,17.22,Tracy Blumstein,Consumer,United States,Concord,New Hampshire,3301,East,Office Supplies,Paper,Southworth 100 Cotton The Best Paper,,,
US2012104430,2012-10-22,2012-10-26,Standard Class,LT-17110,OFF-BI-10000301,5.176,4,0.8,-7.764,Liz Thompson,Consumer,United States,Lancaster,California,93534,West,Office Supplies,Binders,GBC Instant Report Kit,,,
US2012104430,2012-10-22,2012-10-26,Standard Class,LT-17110,OFF-BI-10000301,5.176,4,0.8,-7.764,Liz Thompson,Consumer,United States,Bloomington,Illinois,61701,Central,Office Supplies,Binders,GBC Instant Report Kit,,,
US2012104430,2012-10-22,2012-10-26,Standard Class,LT-17110,OFF-BI-10000301,5.176,4,0.8,-7.764,Liz Thompson,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,GBC Instant Report Kit,,,
CA2012139290,2012-10-26,2012-10-30,Standard Class,MY-17380,OFF-LA-10004008,5.76,2,0,2.6496,Maribeth Yedwab,Corporate,United States,New York City,New York,10011,East,Office Supplies,Labels,Avery 507,,,
CA2012139290,2012-10-26,2012-10-30,Standard Class,MY-17380,OFF-LA-10004008,5.76,2,0,2.6496,Maribeth Yedwab,Corporate,United States,Rancho Cucamonga,California,91730,West,Office Supplies,Labels,Avery 507,,,
CA2012123673,2012-10-30,2012-11-01,Second Class,CH-12070,TEC-PH-10001809,299.9,2,0,74.975,Cathy Hwang,Home Office,United States,Raleigh,North Carolina,27604,South,Technology,Phones,Panasonic KX T7736-B Digital phone,,,
CA2012123673,2012-10-30,2012-11-01,Second Class,CH-12070,TEC-PH-10001809,299.9,2,0,74.975,Cathy Hwang,Home Office,United States,Detroit,Michigan,48227,Central,Technology,Phones,Panasonic KX T7736-B Digital phone,,,
US2013119046,2012-10-31,2012-11-06,Standard Class,MZ-17515,OFF-EN-10001509,14.28,7,0,6.7116,Mary Zewe,Corporate,United States,Redlands,California,92374,West,Office Supplies,Envelopes,Poly String Tie Envelopes,US2013119046,Complete,2012-11-16
US2013119046,2012-10-31,2012-11-06,Standard Class,MZ-17515,OFF-EN-10001509,14.28,7,0,6.7116,Mary Zewe,Corporate,United States,Reading,Pennsylvania,19601,East,Office Supplies,Envelopes,Poly String Tie Envelopes,US2013119046,Complete,2012-11-16
CA2012122259,2012-10-31,2012-11-04,Standard Class,HP-14815,OFF-SU-10002573,70.12,4,0,21.036,Harold Pawlan,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Supplies,Acme 10 Easy Grip Assistive Scissors,,,
CA2012122259,2012-10-31,2012-11-04,Standard Class,HP-14815,OFF-SU-10002573,70.12,4,0,21.036,Harold Pawlan,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Supplies,Acme 10 Easy Grip Assistive Scissors,,,
CA2013145492,2012-11-02,2012-11-06,Standard Class,JO-15280,FUR-TA-10002903,1038.84,5,0.2,51.942,Jas OCarroll,Consumer,United States,Los Angeles,California,90004,West,Furniture,Tables,Bevis Round Bullnose 29 High Table Top,CA2013145492,Complete,2013-01-07
CA2013145492,2012-11-02,2012-11-06,Standard Class,JO-15280,FUR-TA-10002903,1038.84,5,0.2,51.942,Jas OCarroll,Consumer,United States,Missoula,Montana,59801,West,Furniture,Tables,Bevis Round Bullnose 29 High Table Top,CA2013145492,Complete,2013-01-07
CA2012125416,2012-11-02,2012-11-02,Same Day,KC-16540,TEC-AC-10001552,447.93,9,0,49.2723,Kelly Collister,Consumer,United States,Newark,Ohio,43055,East,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,,,
CA2012125416,2012-11-02,2012-11-02,Same Day,KC-16540,TEC-AC-10001552,447.93,9,0,49.2723,Kelly Collister,Consumer,United States,Seattle,Washington,98115,West,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,,,
CA2012131422,2012-11-05,2012-11-09,Standard Class,GB-14530,FUR-CH-10001270,207,3,0.2,25.875,George Bell,Corporate,United States,Auburn,New York,13021,East,Furniture,Chairs,Harbour Creations Steel Folding Chair,,,
CA2012131422,2012-11-05,2012-11-09,Standard Class,GB-14530,FUR-CH-10001270,207,3,0.2,25.875,George Bell,Corporate,United States,Los Angeles,California,90004,West,Furniture,Chairs,Harbour Creations Steel Folding Chair,,,
CA2012131422,2012-11-05,2012-11-09,Standard Class,GB-14530,FUR-CH-10001270,207,3,0.2,25.875,George Bell,Corporate,United States,Dover,Delaware,19901,East,Furniture,Chairs,Harbour Creations Steel Folding Chair,,,
CA2012131422,2012-11-05,2012-11-09,Standard Class,GB-14530,FUR-CH-10001270,207,3,0.2,25.875,George Bell,Corporate,United States,Monroe,North Carolina,28110,South,Furniture,Chairs,Harbour Creations Steel Folding Chair,,,
CA2012102848,2012-11-07,2012-11-09,Second Class,KB-16240,FUR-CH-10000595,190.72,1,0.2,11.92,Karen Bern,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,Safco Contoured Stacking Chairs,,,
CA2012105634,2012-11-08,2012-11-14,Standard Class,HA-14905,OFF-AR-10001573,11.65,5,0,3.3785,Helen Abelman,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,American Pencil,,,
CA2012105634,2012-11-08,2012-11-14,Standard Class,HA-14905,OFF-AR-10001573,11.65,5,0,3.3785,Helen Abelman,Consumer,United States,Franklin,Massachusetts,2038,East,Office Supplies,Art,American Pencil,,,
CA2012158554,2012-11-09,2012-11-09,Same Day,CM-12190,OFF-PA-10004000,11.352,3,0.2,4.1151,Charlotte Melton,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",,,
CA2012158554,2012-11-09,2012-11-09,Same Day,CM-12190,OFF-PA-10004000,11.352,3,0.2,4.1151,Charlotte Melton,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",,,
CA2012149650,2012-11-10,2012-11-15,Standard Class,AH-10210,TEC-AC-10004469,79.9,2,0,35.156,Alan Hwang,Consumer,United States,Brentwood,California,94513,West,Technology,Accessories,Microsoft Sculpt Comfort Mouse,CA2012149650,Complete,2012-12-11
CA2012111199,2012-11-13,2012-11-17,Standard Class,JK-15730,OFF-PA-10001790,115.296,3,0.2,40.3536,Joe Kamberova,Consumer,United States,Asheville,North Carolina,28806,South,Office Supplies,Paper,Xerox 1910,,,
CA2012111199,2012-11-13,2012-11-17,Standard Class,JK-15730,OFF-PA-10001790,115.296,3,0.2,40.3536,Joe Kamberova,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,Xerox 1910,,,
CA2012164539,2012-11-16,2012-11-22,Standard Class,PO-19180,OFF-AP-10002457,523.25,5,0,141.2775,Philisse Overcash,Home Office,United States,New York City,New York,10011,East,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",,,
CA2012144652,2012-11-20,2012-11-26,Standard Class,SN-20560,OFF-AR-10003732,19.46,7,0,5.0596,Skye Norling,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Art,Newell 333,,,
CA2012156524,2012-11-20,2012-11-26,Standard Class,DL-12865,OFF-PA-10003883,19.65,3,0,9.039,Dan Lawera,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4 X 5",,,
CA2012156524,2012-11-20,2012-11-26,Standard Class,DL-12865,OFF-PA-10003883,19.65,3,0,9.039,Dan Lawera,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4 X 5",,,
CA2012156524,2012-11-20,2012-11-26,Standard Class,DL-12865,OFF-PA-10003883,19.65,3,0,9.039,Dan Lawera,Consumer,United States,Keller,Texas,76248,Central,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4 X 5",,,
CA2012156524,2012-11-20,2012-11-26,Standard Class,DL-12865,OFF-PA-10003883,19.65,3,0,9.039,Dan Lawera,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4 X 5",,,
CA2012100545,2012-11-22,2012-11-26,Standard Class,IM-15070,OFF-BI-10003638,11.61,2,0.7,-9.288,Irene Maddox,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,GBC Durable Plastic Covers,,,
CA2012100545,2012-11-22,2012-11-26,Standard Class,IM-15070,OFF-BI-10003638,11.61,2,0.7,-9.288,Irene Maddox,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Binders,GBC Durable Plastic Covers,,,
CA2012100545,2012-11-22,2012-11-26,Standard Class,IM-15070,OFF-BI-10003638,11.61,2,0.7,-9.288,Irene Maddox,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,GBC Durable Plastic Covers,,,
CA2012139094,2012-11-22,2012-11-27,Standard Class,MO-17800,FUR-TA-10004607,206.962,2,0.3,-32.5226,Meg OConnel,Home Office,United States,New York City,New York,10009,East,Furniture,Tables,Hon 2111 Invitation Series Straight Table,,,
CA2012139094,2012-11-22,2012-11-27,Standard Class,MO-17800,FUR-TA-10004607,206.962,2,0.3,-32.5226,Meg OConnel,Home Office,United States,Los Angeles,California,90036,West,Furniture,Tables,Hon 2111 Invitation Series Straight Table,,,
CA2012139094,2012-11-22,2012-11-27,Standard Class,MO-17800,FUR-TA-10004607,206.962,2,0.3,-32.5226,Meg OConnel,Home Office,United States,New York City,New York,10024,East,Furniture,Tables,Hon 2111 Invitation Series Straight Table,,,
CA2012139094,2012-11-22,2012-11-27,Standard Class,MO-17800,FUR-TA-10004607,206.962,2,0.3,-32.5226,Meg OConnel,Home Office,United States,San Antonio,Texas,78207,Central,Furniture,Tables,Hon 2111 Invitation Series Straight Table,,,
US2012164357,2012-11-25,2012-11-29,Standard Class,SF-20065,OFF-AR-10001177,13.12,5,0.2,1.476,Sandra Flanagan,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,Newell 349,,,
